name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,points_per_game,winning_goals,yellow_cards,first_name,second_name,t_goals_scored,t_assists,t_minutes,t_goals_conceded,t_creativity,t_influence,threat_t,bonus_t,bps_t,ict_index_t,clean_sheets_t,red_cards_t,yellow_cards_t,selected_by_percent,gw16_pts,dream_team
Aaron_Cresswell_402,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36617,0,0,0,1,3,0,0,-725,362,1087,51,TRUE,1.3,0,0,Aaron,Cresswell,0,0,475,7,114.6,110.2,15,0,74,24,0,0,1,0.6,0,0
Angelo_Ogbonna_403,0,48,0,0,0,11,0,4,40,0.3,0,0,403,0,0,147,2,1,0,5.1,16.8,0,0,0,90,0,0,5,0,0,0,0,5,0,0,25771,0,0,0,1,3,34,2,-344,101,445,42,TRUE,0.8,0,0,Angelo,Ogbonna,0,0,280,8,14.4,64.6,44,0,41,12.1,0,0,1,0.4,0,0
Sam_Byram_404,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1351,0,0,0,1,3,0,0,-10,2,12,45,TRUE,0,0,0,Sam,Byram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece_Oxford_407,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5534,0,0,0,1,3,0,0,-29,31,60,43,TRUE,0,0,0,Reece,Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Ryan_Fredericks_408,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11484,0,0,0,1,3,0,0,-326,14,340,46,TRUE,0.5,0,0,Ryan,Fredericks,0,0,287,8,37.2,46.4,10,0,25,9.5,0,0,2,0.2,0,0
Issa_Diop_409,0,56,0,0,0,15,0,4,52,11,0,0,409,0,0,147,1,1,0,4.3,12,1,0,0,90,0,0,5,0,0,0,0,3,0,0,42983,0,0,0,1,3,20,2,5718,6414,696,43,TRUE,2.1,0,0,Issa,Diop,0,0,1170,17,34.2,262,87,0,200,38.3,2,0,1,0.7,0,0
Manuel_Lanzini_414,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1601,0,0,0,1,3,0,0,-4,17,21,64,TRUE,0,0,0,Manuel,Lanzini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail_Antonio_415,0,24,0,0,0,23,0,4,16,1.2,0,0,415,0,0,147,2,1,1,7.7,39.2,0,0,0,90,0,0,5,0,0,0,0,6,0,0,49264,2,0,1,1,3,37,7,-395,569,964,68,TRUE,2.4,0,0,Michail,Antonio,0.066666667,2,610,11,114.8,123.4,323,0,82,55.7,2,0,1,0.8,0,0
Edimilson_Fernandes_416,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5424,0,0,0,1,3,0,0,-70,5,75,45,TRUE,0,0,0,Edimilson,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Marko_Arnautovic_417,0,11,0,1,0,-6,0,0,7,11,2,0,417,0,0,147,1,0,0,3.3,0,1,0,0,39,0,0,5,0,1,0,0,1,0,0,1382838,1,0,1,1,3,25,0,116720,144273,27553,72,TRUE,4.5,0,1,Marko,Arnautovic,0.333333333,3,1008,18,276.3,290.8,523,9,218,108.3,1,0,3,20.3,0,0
Jordan_Hugill_420,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,821,0,0,0,1,3,0,0,-4,1,5,50,TRUE,0,0,0,Jordan,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John_Ruddy_421,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16204,0,0,0,1,2,0,0,-135,45,180,43,TRUE,0,0,0,John,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
Will_Norris_422,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,129840,0,0,0,1,2,0,0,-46,970,1016,40,TRUE,0,0,0,Will,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0
Barry_Douglas_424,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1251,0,0,0,1,2,0,0,-8,1,9,50,TRUE,0,0,0,Barry,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny_Batth_428,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,48196,0,0,0,1,2,0,0,-875,11,886,40,TRUE,0,0,0,Danny,Batth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0
Roderick Jefferson_GonÁalves Miranda_429,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3422,0,0,0,1,2,0,0,-37,7,44,40,TRUE,0,0,0,Roderick Jefferson,Gon√ßalves Miranda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Ivan_Cavaleiro_434,0,1,0,0,0,2,0,0,1,0,0,0,434,0,0,148,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,1,0,0,8988,0,0,0,1,2,0,1,-2003,396,2399,52,TRUE,2.7,0,0,Ivan,Cavaleiro,0.133333333,0,262,4,120.9,98.6,103,3,74,31.7,1,0,1,0.1,0,0
Bright_Enobakhare_436,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8339,0,0,0,1,2,0,0,-149,79,228,43,TRUE,0,0,0,Bright,Enobakhare,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Bonatini Lohner Maia_Bonatini_438,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,28391,0,0,0,1,2,0,0,-630,544,1174,47,TRUE,1.4,0,0,Bonatini Lohner Maia,Bonatini,0,1,130,0,30.9,24.6,90,0,19,13.6,0,0,0,0.5,0,0
Jason_Steele_439,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,142,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,83100,0,0,0,1,3,0,0,220,804,584,40,TRUE,0,0,0,Jason,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0
Joel_Ward_441,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10991,0,0,0,1,3,0,0,-93,48,141,43,FALSE,1,0,0,Joel,Ward,0,0,101,3,3.1,29.8,4,0,6,3.7,0,0,0,0.2,0,0
Jaroslaw_Jach_442,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2497,0,0,0,1,3,0,0,-21,8,29,40,FALSE,0,0,0,Jaroslaw,Jach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pape_SouarÈ_443,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4155,0,0,0,1,3,0,0,-26,25,51,42,FALSE,1,0,0,Pape,Souar√©,0,0,1,0,0.1,1,0,0,3,0.1,0,0,0,0.1,0,0
Connor_Wickham_444,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4017,0,0,0,1,3,0,0,53,121,68,49,FALSE,1,0,0,Connor,Wickham,0,0,1,0,0,0,0,0,2,0,0,0,0,0.1,0,0
Jack_Wilshere_447,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,66306,0,0,0,1,3,0,0,1003,1576,573,48,TRUE,2.2,0,0,Jack,Wilshere,0,1,338,9,44.8,64.4,11,0,67,12,1,0,2,1.1,0,0
Rafa_Mir_449,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3530,0,0,0,1,2,0,0,-40,30,70,45,TRUE,0,0,0,Rafa,Mir,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Angus_Gunn_452,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,150,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,8836,0,0,0,1,3,0,0,-87,30,117,43,FALSE,0,0,0,Angus,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Andriy_Yarmolenko_453,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,34006,0,0,0,1,3,0,0,-612,15,627,68,TRUE,3,0,0,Andriy,Yarmolenko,0.133333333,1,456,6,84.6,86,122,2,88,29.1,1,0,2,0.6,0,0
Maxime_Le Marchand_455,0,20,0,0,0,8,0,3,9,20.9,0,0,455,0,0,144,1,1,0,4.6,15,2,0,0,76,0,0,11,0,0,0,0,3,0,0,11769,1,0,0,1,1,10,2,330,705,375,42,TRUE,1.3,0,0,Maxime,Le Marchand,0,1,1035,27,76.6,261.6,54,1,180,39.4,0,0,1,0.2,0,0
Danny_Ward_457,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9386,0,0,0,1,1,0,0,-67,16,83,44,FALSE,0,0,0,Danny,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
Cyrus_Christie_460,0,35,0,0,0,8,0,1,19,1.5,1,0,460,0,0,144,0,1,0,1.7,8.2,0,0,0,83,0,0,11,0,0,0,0,5,0,0,8156,2,1,0,1,1,7,2,-15,133,148,42,TRUE,0.9,0,0,Cyrus,Christie,0,0,755,20,137.4,174.4,47,0,97,35.8,0,0,1,0.1,0,0
Greg_Cunninghamm_467,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2882,0,0,0,1,3,0,0,-99,14,113,42,FALSE,0.8,0,0,Greg,Cunninghamm,0,0,360,9,40.3,61.8,12,0,38,11.5,0,0,2,0,0,0
Kevin_Mirallas_469,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,634,0,0,0,1,1,0,0,-2,0,2,55,TRUE,0,0,0,Kevin,Mirallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandro_RamÌrez_470,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6116,0,0,0,1,1,0,0,-41,4,45,54,TRUE,0,0,0,Sandro,Ram√≠rez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Adama_Diakhaby_471,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1140,0,0,0,1,2,0,0,-20,19,39,46,FALSE,1.3,0,0,Adama,Diakhaby,0,0,230,6,23.7,18.2,10,0,17,5,1,0,0,0,0,0
Daniel_Sturridge_472,0,32,0,0,0,6,0,0,22,15.2,0,0,472,0,0,143,0,1,0,3.8,6.2,1,0,0,90,1,0,4,0,0,0,0,2,0,0,64186,0,0,0,3,1,17,2,-948,1211,2159,58,FALSE,2.2,0,0,Daniel,Sturridge,0.133333333,0,238,2,71.8,92.8,128,2,79,29.1,1,0,1,1.1,0,0
Fabricio_Agosto RamÌrez_474,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,144,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,16735,0,0,0,1,1,0,0,143,575,432,43,TRUE,4,0,0,Fabricio,Agosto Ram√≠rez,0,0,180,5,0,115.2,0,2,47,11.5,0,0,0,0.3,0,0
Alireza_Jahanbakhsh_476,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,142,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,39103,0,0,0,1,3,0,0,-406,11,417,67,TRUE,1.5,0,0,Alireza,Jahanbakhsh,0,0,437,4,58.7,44,73,0,31,17.5,3,0,2,0.7,0,0
Sullay_Kaikai_477,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,142,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10272,0,0,0,1,3,0,0,-101,303,404,43,FALSE,0,0,0,Sullay,Kaikai,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
Andreas_Pereira_481,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12304,0,0,0,2,2,0,0,-200,77,277,46,TRUE,0.8,0,0,Andreas,Pereira,0,0,156,5,7.6,30.4,16,0,28,5.4,0,0,2,0.2,0,0
Fabian_Sch‰r_482,0,25,0,0,0,16,0,21,15,0.1,0,0,482,0,0,149,2,1,0,7.8,56.6,0,0,0,90,0,0,8,0,0,0,0,5,0,0,7382,1,3,1,1,1,21,1,-108,37,145,46,FALSE,0.8,0,1,Fabian,Sch√§r,0,0,483,7,27.2,168.4,33,0,72,22.9,0,0,5,0.1,0,0
Jonathan_Castro Otto_483,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,99742,0,0,0,1,2,0,0,-17468,128,17596,44,TRUE,3.8,0,0,Jonathan,Castro Otto,0.066666667,1,1008,13,180.8,213.2,159,4,204,55.5,4,0,2,1.6,0,0
Anders_Lindegaard_485,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,143,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6568,0,0,0,3,1,0,0,-47,12,59,44,TRUE,0,0,0,Anders,Lindegaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Alfie_Mawson_487,0,13,0,0,0,8,0,5,10,0,0,0,487,0,0,144,0,1,0,0.9,4.8,0,0,0,90,0,0,11,0,0,0,0,3,0,0,7096,0,0,1,1,1,4,2,-36,101,137,48,TRUE,0.8,0,0,Alfie,Mawson,0,0,630,15,21.8,138.4,25,0,80,18.5,0,0,2,0.1,0,0
Yoshinori_Muto_488,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3667,0,0,0,1,1,0,0,-92,59,151,57,FALSE,1.7,0,0,Yoshinori,Muto,0.066666667,0,360,5,44.2,51.8,115,0,40,20.6,1,0,0,0.1,0,0
Ben_Gibson_491,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,143,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5559,0,0,0,3,1,0,0,-39,26,65,48,TRUE,0,0,0,Ben,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Matej_Vydra_495,0,5,0,0,0,-1,0,0,4,0.8,0,0,495,0,0,143,1,1,0,0.3,0,0,0,0,7,0,0,12,0,0,0,0,1,0,0,2595,0,0,0,3,1,4,0,-65,43,108,57,TRUE,1.7,0,1,Matej,Vydra,0.066666667,0,249,5,21.5,44.2,54,0,45,11.8,0,0,1,0,0,0
Tammy_Abraham_496,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,148,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3476,0,0,0,1,2,0,0,-34,5,39,54,FALSE,0,0,0,Tammy,Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Georges-KÈvin_Nkoudou_497,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,962,0,0,0,1,3,0,0,-7,10,17,48,TRUE,0,0,0,Georges-K√©vin,Nkoudou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip_Benkovic_501,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,144,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1472,0,0,0,1,1,0,0,-12,1,13,50,FALSE,0,0,0,Filip,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MartÌn_Montoya_503,0,32,0,0,0,18,0,6,26,1.4,0,0,503,0,0,142,2,1,0,2.1,19.2,0,0,0,90,0,0,7,0,0,0,0,5,0,0,7541,0,3,0,1,3,0,2,-196,40,236,43,TRUE,1.1,0,0,Mart√≠n,Montoya,0,0,720,14,85.8,142.8,23,0,93,25.2,0,0,1,0.1,0,0
Yerry_Mina_506,0,78,0,0,0,11,0,1,66,1.5,0,0,506,0,0,149,2,1,0,1.9,11.6,0,0,0,90,0,0,15,0,0,0,0,4,0,0,49429,0,1,0,1,1,6,2,7682,8576,894,54,TRUE,3.6,0,0,Yerry,Mina,0,0,361,2,24.2,56.6,16,2,72,9.7,2,0,1,0.9,0,0
Joe_Bryan_510,0,1,0,0,0,2,0,1,0,0,0,0,510,0,0,144,0,0,0,0.4,3,0,0,0,13,0,0,11,0,0,0,0,1,0,0,3989,0,0,1,1,1,1,1,-36,24,60,48,TRUE,1.2,0,0,Joe,Bryan,0,0,328,9,70.3,69.8,16,0,56,15.6,0,0,0,0.1,0,0
Timothy_Fosu-Mensah_511,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,144,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,25095,0,0,0,1,1,0,0,-371,82,453,45,TRUE,0.6,0,0,Timothy,Fosu-Mensah,0,0,502,12,85.9,65.4,26,0,64,17.6,0,0,2,0.4,0,0
Isaac_Mbenza_514,0,6,0,0,0,3,0,0,6,0.9,0,0,514,0,0,141,0,0,0,0.1,0.4,0,0,0,15,0,0,2,0,0,0,0,1,0,0,1199,0,0,0,1,2,0,1,-17,12,29,59,FALSE,1,0,0,Isaac,Mbenza,0,0,209,3,19,20,62,0,31,9.8,0,0,1,0,0,0
Caglar_Sˆy¸nc¸_515,0,56,0,0,0,9,0,9,42,0.2,0,0,515,1,0,144,2,1,0,4.6,23.4,0,0,0,90,0,0,9,0,0,0,0,5,0,0,2073,0,1,1,1,1,22,2,-17,16,33,49,FALSE,1.3,0,0,Caglar,S√∂y√ºnc√º,0,0,191,2,1.4,31,22,0,22,5.5,0,0,1,0,0,0
Carlos_S·nchez_518,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,147,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10863,0,0,0,1,3,0,0,-222,6,228,44,TRUE,1.4,0,0,Carlos,S√°nchez,0,0,217,4,27.7,20.2,24,0,37,7.2,0,0,0,0.2,0,0
Leander_Dendoncker_519,0,3,0,0,0,3,0,1,3,0.1,0,0,519,0,0,148,0,0,0,0.1,1.2,0,0,0,9,0,0,6,0,0,0,0,0,0,0,22581,0,0,0,1,2,0,1,-200,833,1033,43,TRUE,1,0,0,Leander,Dendoncker,0,0,9,0,0.1,1.2,0,0,3,0.1,0,0,0,0.4,0,0
Lee_Grant_520,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1105,0,0,0,2,2,0,0,-6,10,16,49,TRUE,0,0,0,Lee,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Gorenc_Stankovic_522,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,220488,0,0,0,1,2,0,0,-55,7891,7946,39,FALSE,3,0,0,Jon Gorenc,Stankovic,0.066666667,0,91,6,0.3,49.6,34,0,26,8.4,0,0,0,3.7,0,0
Luke_Amos_523,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6641,0,0,0,1,3,0,0,372,854,482,43,TRUE,1,0,0,Luke,Amos,0,0,2,0,0.1,2.2,0,0,3,0.2,0,0,0,0.1,0,0
Kortney_Hause_525,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,148,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17580,0,0,0,1,2,0,0,-188,312,500,40,TRUE,0,0,0,Kortney,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
Kurt_Zouma_526,0,75,0,0,1,19,0,5,72,11.5,0,0,526,0,0,149,0,1,0,3.4,22,1,0,0,90,0,0,15,0,0,0,0,2,0,0,14340,0,2,0,1,1,0,3,-563,213,776,50,TRUE,2.8,0,0,Kurt,Zouma,0,1,813,12,27.8,162.4,49,4,163,24,2,0,0,0.2,0,0
Kieran_Dowell_528,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,426,0,0,0,1,1,0,0,-7,19,26,45,TRUE,0,0,0,Kieran,Dowell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arijanet_Muric_529,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,146,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1206,0,0,0,2,1,0,0,0,34,34,45,FALSE,0,0,0,Arijanet,Muric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie_Sterry_530,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4218,0,0,0,1,1,0,0,17,138,121,40,FALSE,0,0,0,Jamie,Sterry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Sean_Longstaff_531,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,149,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,433,0,0,0,1,1,0,0,-1,24,25,45,FALSE,0,0,0,Sean,Longstaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyias_Browning_532,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,149,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4582,0,0,0,1,1,0,0,-32,148,180,40,TRUE,0,0,0,Tyias,Browning,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Ryan_Schofield_533,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8291,0,0,0,1,2,0,0,176,313,137,40,FALSE,0,0,0,Ryan,Schofield,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Dwight_McNeil_534,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,143,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,434,0,0,0,3,1,0,0,-14,16,30,44,TRUE,1,0,0,Dwight,McNeil,0,0,79,2,38.6,12.8,11,0,18,6.2,0,0,1,0,0,0
Paulo_Gazzaniga_536,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2348,0,0,0,1,3,0,0,-87,31,118,45,TRUE,5,0,0,Paulo,Gazzaniga,0,0,180,1,0,55.6,0,0,48,5.5,1,0,0,0,0,0
Brian_Murphy_537,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,147,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,12462,0,0,0,1,3,0,0,203,429,226,40,FALSE,0,0,0,Brian,Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
Alfie_Whiteman_538,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,150,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,8881,0,0,0,1,3,0,0,127,379,252,40,TRUE,0,0,0,Alfie,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
Oliver_Skipp_540,0,5,0,0,0,3,0,0,3,0.3,0,0,540,0,0,150,0,1,0,0.1,0.2,0,0,0,3,0,0,16,0,0,0,0,0,0,0,320,0,0,0,1,3,0,1,5,33,28,45,TRUE,1,0,0,Oliver,Skipp,0,0,3,1,0.3,0.2,0,0,3,0.1,0,0,0,0,0,0
Zeze Steven_Sessegnon_541,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,144,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3836,0,0,0,1,1,0,0,103,353,250,40,TRUE,0,0,0,Zeze Steven,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Emiliano_MartÌnez_542,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,145,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,16346,0,0,0,2,2,0,0,399,958,559,40,FALSE,0,0,0,Emiliano,Mart√≠nez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
Divock_Origi_543,1,13,0,0,0,13,0,0,11,23.3,0,0,543,0,0,143,0,1,0,4.3,18,2,0,0,65,1,0,4,0,0,0,0,0,0,0,2307,3,0,0,3,1,2,5,1340,1544,204,50,FALSE,5.5,0,0,Divock,Origi,0.066666667,1,71,1,23.3,50,42,1,40,11.5,0,0,0,0,0,0
Ben_Wilmot_544,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,146,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7758,0,0,0,2,1,0,0,-354,183,537,40,TRUE,1,0,0,Ben,Wilmot,0,0,2,0,0,0,0,0,3,0,0,0,0,0.1,0,0
Emile_Smith-Rowe_545,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,145,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,261,0,0,0,2,2,0,0,7,46,39,45,FALSE,0,0,0,Emile,Smith-Rowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zech_Medley_546,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,145,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2667,0,0,0,2,2,0,0,14,208,194,40,FALSE,0,0,0,Zech,Medley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
